id,dialect,text,audio_path,duration,aldi_score
11196_2,Algeria,لالا مولاي سمحلي نفهمك,"01 - Sultan Achour 10, S2 EP 01 Retour de Pnipen _ سلطان عاشور 10، موسم 2 الحلقة 01 عودة بنيبن_1340.0859375_1344.9121875_11196_2.wav",1.921260225,0.7927549481391907
11198_2,Algeria,أيا خلاص خلاص روح روح  دوكا روح منا ياخي علبالك بلي لعريس ملزمش يشوف لعروسة قبل العرس,"01 - Sultan Achour 10, S2 EP 01 Retour de Pnipen _ سلطان عاشور 10، موسم 2 الحلقة 01 عودة بنيبن_1366.4615625000001_1374.9834375_11198_2.wav",5.054566004,0.9996461272239685
11202_1,Algeria,ما حتى نتي راكي مقلقة كيما انا,"01 - Sultan Achour 10, S2 EP 01 Retour de Pnipen _ سلطان عاشور 10، موسم 2 الحلقة 01 عودة بنيبن_1472.4871875_1480.6884375_11202_1.wav",2.253784122,0.9031277298927307
11202_2,Algeria, ماتخميش مولاتي بنيبنة راكي عارفة العريسات يسقدوا روحهم او راهي جاية  ,"01 - Sultan Achour 10, S2 EP 01 Retour de Pnipen _ سلطان عاشور 10، موسم 2 الحلقة 01 عودة بنيبن_1472.4871875_1480.6884375_11202_2.wav",5.484207924,0.9558790326118469
11215_1,Algeria,انا نقلك حاجة ، غير بنتي بعيد الشرغير بنيبن لي تديه وربي كبير,"01 - Sultan Achour 10, S2 EP 01 Retour de Pnipen _ سلطان عاشور 10، موسم 2 الحلقة 01 عودة بنيبن_1608.7190625000003_1614.5915625000002_11215_1.wav",4.577370125,0.9080885052680969
11215_2,Algeria,يوما مولاتي,"01 - Sultan Achour 10, S2 EP 01 Retour de Pnipen _ سلطان عاشور 10، موسم 2 الحلقة 01 عودة بنيبن_1608.7190625000003_1614.5915625000002_11215_2.wav",1.245677399,0.10984053462743759
11219_1,Algeria,وعلاه ديرلي هكا يا ماريا وعلاه [بكاء],"01 - Sultan Achour 10, S2 EP 01 Retour de Pnipen _ سلطان عاشور 10، موسم 2 الحلقة 01 عودة بنيبن_1646.7215625000003_1649.8434375000002_11219_1.wav",3.116619318,0.8530568480491638
11223_1,Algeria,ايخلاص بنيبن خلاص حنوني ايخلاص ايخلاص ايخلاص شوفتي يا راجا ذاك المكتوب شفتي كيفاش هذاك المكتوب الله غالب مكتبش.,"01 - Sultan Achour 10, S2 EP 01 Retour de Pnipen _ سلطان عاشور 10، موسم 2 الحلقة 01 عودة بنيبن_1687.0865625000001_1694.6803125000001_11223_1.wav",7.593729167,0.9184499979019165
11224_1,Algeria,ابرهان برهان وش من برهان يا بنتي علابالك هذيك كوباها عليا هذيك لايدي نتاعي,"01 - Sultan Achour 10, S2 EP 01 Retour de Pnipen _ سلطان عاشور 10، موسم 2 الحلقة 01 عودة بنيبن_1713.8503125000002_1718.5078125_11224_1.wav",4.433082459,1.0
11225_1,Algeria,شكون انااااااا,"01 - Sultan Achour 10, S2 EP 01 Retour de Pnipen _ سلطان عاشور 10، موسم 2 الحلقة 01 عودة بنيبن_1728.4809375_1732.1934375_11225_1.wav",1.388977607,0.9106733202934265
11225_2,Algeria,الله أكبر بنيبن,"01 - Sultan Achour 10, S2 EP 01 Retour de Pnipen _ سلطان عاشور 10، موسم 2 الحلقة 01 عودة بنيبن_1728.4809375_1732.1934375_11225_2.wav",2.225732996,0.014436721801757812
11227_3,Algeria,حتى نتا توحشتك نتا بابا من ختي ولا لالا,"01 - Sultan Achour 10, S2 EP 01 Retour de Pnipen _ سلطان عاشور 10، موسم 2 الحلقة 01 عودة بنيبن_1746.3515625_1750.9921875_11227_3.wav",3.007302399,0.8836628198623657
11228_1,Algeria,اى وش بها بابا مولاي مرضت,"01 - Sultan Achour 10, S2 EP 01 Retour de Pnipen _ سلطان عاشور 10، موسم 2 الحلقة 01 عودة بنيبن_1755.0253125_1758.5353125000001_11228_1.wav",2.297685353,0.7864121794700623
11230_1,Algeria,انا ثاني بنتي وزيد بنيبن جا باش يريكيبيري شيوا و ربح ولا نسيتي ,"01 - Sultan Achour 10, S2 EP 01 Retour de Pnipen _ سلطان عاشور 10، موسم 2 الحلقة 01 عودة بنيبن_215.9240625_229.76156250000003_11230_1.wav",5.230927879,0.9358274340629578
11237_1,Algeria,نقولك حاجة بنتي هذاك لي راكي تشوفي فيه مع شوية ريجيم وشوية فوتينغ أنا نقلك,"01 - Sultan Achour 10, S2 EP 01 Retour de Pnipen _ سلطان عاشور 10، موسم 2 الحلقة 01 عودة بنيبن_321.19031250000006_326.23593750000003_11237_1.wav",5.041042138,0.995366632938385
11240_1,Algeria,الشاربات هاذا كثرتيلوا القارص جابلي ربي لالا ,"01 - Sultan Achour 10, S2 EP 01 Retour de Pnipen _ سلطان عاشور 10، موسم 2 الحلقة 01 عودة بنيبن_358.48406250000005_363.54656250000005_11240_1.wav",2.611371935,0.7327539324760437
11248_1,Algeria,مولاي ماكان ني عقل ني والو هدا السيد هدا غير ينسى يدي ختي عبلة,"01 - Sultan Achour 10, S2 EP 01 Retour de Pnipen _ سلطان عاشور 10، موسم 2 الحلقة 01 عودة بنيبن_502.27593750000005_506.25843750000007_11248_1.wav",3.976436821,0.6859829425811768
11255_1,Algeria,راهي وحد ثمنية كيلو تشينة هنا بصحتك,"01 - Sultan Achour 10, S2 EP 01 Retour de Pnipen _ سلطان عاشور 10، موسم 2 الحلقة 01 عودة بنيبن_572.4759375000001_575.8846875_11255_1.wav",2.164948365,0.8969650268554688
11258_1,Algeria,حنا يا الأمير بنيبين مانطلبوا غير الهنا ,"01 - Sultan Achour 10, S2 EP 01 Retour de Pnipen _ سلطان عاشور 10، موسم 2 الحلقة 01 عودة بنيبن_606.4959375000001_609.8878125000001_11258_1.wav",3.391875,0.9300332069396973
11259_2,Algeria,ايه,"01 - Sultan Achour 10, S2 EP 01 Retour de Pnipen _ سلطان عاشور 10، موسم 2 الحلقة 01 عودة بنيبن_621.3965625000001_625.0415625_11259_2.wav",0.1947703865,0.9075998663902283
11262_1,Algeria,اوموا خمسة ولا ستة قصور,"01 - Sultan Achour 10, S2 EP 01 Retour de Pnipen _ سلطان عاشور 10، موسم 2 الحلقة 01 عودة بنيبن_699.0553125_707.2228125_11262_1.wav",1.743624806,0.3856620490550995
11262_4,Algeria,حتى أنا باغي نسكن وحدي باه نقعد الاز مع مرتي,"01 - Sultan Achour 10, S2 EP 01 Retour de Pnipen _ سلطان عاشور 10، موسم 2 الحلقة 01 عودة بنيبن_699.0553125_707.2228125_11262_4.wav",3.872682463,0.8809882998466492
11264_1,Algeria,أمير بنيبن علابالك ملوك بزاف يسالوا ديون لمولاي,"01 - Sultan Achour 10, S2 EP 01 Retour de Pnipen _ سلطان عاشور 10، موسم 2 الحلقة 01 عودة بنيبن_723.6759375_728.4346875000001_11264_1.wav",4.75875,0.834510087966919
11268_1,Algeria,نتا ضركا ماكان حتى حاجة نقدروا نشرطوهالك متقدرش عليها,"01 - Sultan Achour 10, S2 EP 01 Retour de Pnipen _ سلطان عاشور 10، موسم 2 الحلقة 01 عودة بنيبن_749.7646875_754.5740625000001_11268_1.wav",3.451962617,0.9415742754936218
11271_1,Algeria,مبيبا هدي مولاي مرا معروفة هي لي رضعة قريب كامل الأمرا,"01 - Sultan Achour 10, S2 EP 01 Retour de Pnipen _ سلطان عاشور 10، موسم 2 الحلقة 01 عودة بنيبن_806.8190625000001_813.1978125_11271_1.wav",5.30368227,0.6044848561286926
11274_1,Algeria,حرام عليكم,"01 - Sultan Achour 10, S2 EP 01 Retour de Pnipen _ سلطان عاشور 10، موسم 2 الحلقة 01 عودة بنيبن_851.8246875000001_856.6678125000001_11274_1.wav",1.127947598,0.3372928500175476
11274_2,Algeria,كيفاه الشعب تاعي يعبر على الفرحة يبان زعفان,"01 - Sultan Achour 10, S2 EP 01 Retour de Pnipen _ سلطان عاشور 10، موسم 2 الحلقة 01 عودة بنيبن_851.8246875000001_856.6678125000001_11274_2.wav",3.658780022,0.8894724249839783
11276_1,Algeria,المشوي كول يوم للصباح ,"01 - Sultan Achour 10, S2 EP 01 Retour de Pnipen _ سلطان عاشور 10، موسم 2 الحلقة 01 عودة بنيبن_872.1253125000001_877.3734375_11276_1.wav",2.474580762,0.5614647269248962
11293_2,Algeria,مرحبا مرحبا,01 - ناس ملاح سيتي 2 _ القامة الرشيقة _ Nass mlah city_1150.1578125_1154.3765625_11293_2.wav,1.952783843,0.0014496493386104703
11297_1,Algeria,باينة  ، خمسين,01 - ناس ملاح سيتي 2 _ القامة الرشيقة _ Nass mlah city_1173.6140625000003_1176.9046875_11297_1.wav,2.730195597,0.6618982553482056
11301_1,Algeria,و عندها les mêmes références w,01 - ناس ملاح سيتي 2 _ القامة الرشيقة _ Nass mlah city_1199.8209375000001_1207.4315625_11301_1.wav,2.14913713,0.4515742063522339
11301_3,Algeria,بسمة,01 - ناس ملاح سيتي 2 _ القامة الرشيقة _ Nass mlah city_1199.8209375000001_1207.4315625_11301_3.wav,1.196426856,0.03348812088370323
11305_1,Algeria,بوه يا وليدي عظمها خشين كيما نتايا كيما يقول المثال  مايتزاوجوا حتان يتشابهوا ، مبروك علينا ختي عيشة,01 - ناس ملاح سيتي 2 _ القامة الرشيقة _ Nass mlah city_1243.2571874999999_1253.7703125000003_11305_1.wav,7.758594432,0.7741220593452454
11311_1,Algeria,أهلا ، أهلا على سلامتكم,01 - ناس ملاح سيتي 2 _ القامة الرشيقة _ Nass mlah city_162.7340625_180.0984375_11311_1.wav,1.248162681,0.025759020820260048
11317_2,Algeria,ما تقلقش يا وليدي ما تقلقش كولشي بلمكتوب نشا الله,01 - ناس ملاح سيتي 2 _ القامة الرشيقة _ Nass mlah city_215.7553125_233.0184375_11317_2.wav,2.211232286,0.9801803231239319
11318_2,Algeria,ه ماكانش مشكل شحال تحبي زوج ثلاثة ربعة خمسة في عينين الشيطان,01 - ناس ملاح سيتي 2 _ القامة الرشيقة _ Nass mlah city_234.46968750000002_244.9321875_11318_2.wav,4.721060468,0.8593223690986633
11319_2,Algeria,شوفي ختي أنا بنتي نبغيها جوز voyage de nonces في الماريكان,01 - ناس ملاح سيتي 2 _ القامة الرشيقة _ Nass mlah city_249.16781250000003_260.4065625_11319_2.wav,5.765221374,0.9560417532920837
11324_2,Algeria,أه عندك الحق اتشوفيها,01 - ناس ملاح سيتي 2 _ القامة الرشيقة _ Nass mlah city_299.23593750000003_303.6571875_11324_2.wav,1.788741571,0.5362929105758667
11327_2,Algeria,شكون هذاك ,01 - ناس ملاح سيتي 2 _ القامة الرشيقة _ Nass mlah city_353.42156250000005_357.10031250000003_11327_2.wav,0.935101257,0.9566793441772461
11332_1,Algeria,كيفاش يايما متحبنيش كيفاش يايما كيما انايا متقبلنيش يما,01 - ناس ملاح سيتي 2 _ القامة الرشيقة _ Nass mlah city_419.43656250000004_427.57031250000006_11332_1.wav,6.357805768,0.9953702688217163
11333_1,Algeria,فوالا من صغرك وانا نقولك يا حسونة بلاك على لا طايل ديالك ماتوكلش بزاف ، لا لا أنت على العشرة تع الصباح ، القرنطيتة بالقهوة حليب  على الحداش سنيوا تع بيتزا شنوا هذا أبن عمي أوتيفا مصارنك راهوم يزغردوا ,01 - ناس ملاح سيتي 2 _ القامة الرشيقة _ Nass mlah city_435.33281250000005_452.6465625_11333_1.wav,17.31372917,0.9632046818733215
11334_1,Algeria,عاونيني دبري عليا واش لازم ندير,01 - ناس ملاح سيتي 2 _ القامة الرشيقة _ Nass mlah city_454.35093750000004_461.77593750000005_11334_1.wav,1.968873398,0.9918654561042786
11338_1,Algeria,كاسما بون لما نعطيك لكود سانك سانك سانك,01 - ناس ملاح سيتي 2 _ القامة الرشيقة _ Nass mlah city_518.6278125_524.3315625_11338_1.wav,5.665289307,0.7281352877616882
11345_1,Algeria,أنا كرهت هاد لمعيشة يما الريجيم هدا ما نقدرلوش,01 - ناس ملاح سيتي 2 _ القامة الرشيقة _ Nass mlah city_591.5278125000001_594.9028125000001_11345_1.wav,3.359842748,0.9404081106185913
11346_1,Algeria,اعطيني كاسكروت لفت بالفرماج الله يعيشك,01 - ناس ملاح سيتي 2 _ القامة الرشيقة _ Nass mlah city_607.8796875_612.8071875_11346_1.wav,1.771072057,0.8377661108970642
11347_1,Algeria,منقدرش نشوف لخويا أنا خدامة على شري وما نحبش لي بروبلام جاونا تعليمات الله غالب,01 - ناس ملاح سيتي 2 _ القامة الرشيقة _ Nass mlah city_624.2990625000001_631.7409375000001_11347_1.wav,5.789994066,0.9795829653739929
11351_2,Algeria,أ حبيت ريجيم لي فيه الماكلة,01 - ناس ملاح سيتي 2 _ القامة الرشيقة _ Nass mlah city_716.5715625_741.0403125_11351_2.wav,2.584340187,0.6779193878173828
11353_1,Algeria,صايي أني صبتلك الريجيم تاع الصح لي يشينك مليوم تولي تاكل شطيطحة تاع التفاح,01 - ناس ملاح سيتي 2 _ القامة الرشيقة _ Nass mlah city_761.6784375000001_770.9596875000001_11353_1.wav,9.281247166,0.9846925735473633
11356_2,Algeria,بصح في عواد ياكل حبة ولا زوج تاع التفاح كيما قاع الناس كلا كونتونار,01 - ناس ملاح سيتي 2 _ القامة الرشيقة _ Nass mlah city_818.9690625000001_843.6234375_11356_2.wav,5.5957124,0.9411885142326355
11356_3,Algeria,ادا حبيت تشيان,01 - ناس ملاح سيتي 2 _ القامة الرشيقة _ Nass mlah city_818.9690625000001_843.6234375_11356_3.wav,1.218868048,0.7418233752250671
11357_3,Algeria,شكون قالك نتي بلي ناس تاع كلمة ؟,01 - ناس ملاح سيتي 2 _ القامة الرشيقة _ Nass mlah city_83.99531250000001_110.97843750000001_11357_3.wav,1.855422602,0.9493131041526794
11357_4,Algeria,"نقولك الصح الصح يا بنتي . على حساب امه . نقولك الصح الصح , ملي لقيتها في الحمام دخلت في قلبي . و الله الا تقول نعرفها من بكري . شوفي , مراة مسقمة و تاع وقتها ",01 - ناس ملاح سيتي 2 _ القامة الرشيقة _ Nass mlah city_83.99531250000001_110.97843750000001_11357_4.wav,10.33735449,0.9743209481239319
11358_3,Algeria,و تشيان لازملك دير السبور,01 - ناس ملاح سيتي 2 _ القامة الرشيقة _ Nass mlah city_847.9940625_856.3471875_11358_3.wav,3.022135332,0.9776638150215149
11371_1,Algeria,نوضوا ، نوضوا ، نوض اه اه ، نوض أنت نوض  ، نوض ، نوض ، نوضوا  ، نوضوا  ، نوض ، نوض ,"02 - Sultan Achour 10, S2 EP2 L'Examen du BAC 1 _ 1 سلطان عاشور 10، موسم 2 الحلقة 2 إمتحان الباكالوريا_1078.9790625_1088.0071874999999_11371_1.wav",9.028117914,0.8750523924827576
11373_1,Algeria,شوشو كيفاش بغتني نكلمي روحي ، ياك برومينا لقمان باش نمركوه عند دحمينوس,"02 - Sultan Achour 10, S2 EP2 L'Examen du BAC 1 _ 1 سلطان عاشور 10، موسم 2 الحلقة 2 إمتحان الباكالوريا_1115.7159375_1120.5759375000002_11373_1.wav",4.86,0.9715781211853027
11375_1,Algeria,أوموا إغلعله الرياضيات والفلسفة ، والعلوم واللغة الحية وزيد إقلعله ثاني الفيزياء,"02 - Sultan Achour 10, S2 EP2 L'Examen du BAC 1 _ 1 سلطان عاشور 10، موسم 2 الحلقة 2 إمتحان الباكالوريا_1137.2821875_1142.8509374999999_11375_1.wav",5.568752834,0.5685505270957947
11376_2,Algeria,كيفاش الباك مازال ملحقش ونتوما راكم توجدوا في الحفلة ,"02 - Sultan Achour 10, S2 EP2 L'Examen du BAC 1 _ 1 سلطان عاشور 10، موسم 2 الحلقة 2 إمتحان الباكالوريا_115.66968750000001_132.4771875_11376_2.wav",2.7885833,0.932812511920929
11378_3,Algeria,فارس قتلك ماشي وقتها وعندك يشوفك أيا خف,"02 - Sultan Achour 10, S2 EP2 L'Examen du BAC 1 _ 1 سلطان عاشور 10، موسم 2 الحلقة 2 إمتحان الباكالوريا_1217.3371875000003_1234.1109375_11378_3.wav",4.056945675,0.9937074780464172
11382_2,Algeria,ماكش تشوف فيا راني عيان ,"02 - Sultan Achour 10, S2 EP2 L'Examen du BAC 1 _ 1 سلطان عاشور 10، موسم 2 الحلقة 2 إمتحان الباكالوريا_1298.8603125_1302.1846875_11382_2.wav",1.122652859,0.9786234498023987
11383_1,Algeria,نرقد عيان ونوض ميت بالعيا هذي ماتنسهاش,"02 - Sultan Achour 10, S2 EP2 L'Examen du BAC 1 _ 1 سلطان عاشور 10، موسم 2 الحلقة 2 إمتحان الباكالوريا_1306.7071875000001_1310.4196875000002_11383_1.wav",3.3375,0.9873067736625671
11386_1,Algeria,معليش مولاي معليش نكتبهوملك ويلا حبيت أنا نحفظ في بلاستك,"02 - Sultan Achour 10, S2 EP2 L'Examen du BAC 1 _ 1 سلطان عاشور 10، موسم 2 الحلقة 2 إمتحان الباكالوريا_1334.3653125_1339.1578125_11386_1.wav",4.006309868,0.9217701554298401
11388_1,Algeria,مازالك هنا نتا,"02 - Sultan Achour 10, S2 EP2 L'Examen du BAC 1 _ 1 سلطان عاشور 10، موسم 2 الحلقة 2 إمتحان الباكالوريا_1344.7940625_1350.5484375_11388_1.wav",0.7500086117,0.1446465402841568
11390_1,Algeria,كيفاه لقمان قبل يجوز الباك مع سكان المملكة ، فيها اللوش,"02 - Sultan Achour 10, S2 EP2 L'Examen du BAC 1 _ 1 سلطان عاشور 10، موسم 2 الحلقة 2 إمتحان الباكالوريا_1378.9490625000003_1390.9640625000002_11390_1.wav",3.367679489,0.13877591490745544
11391_1,Algeria,هذيك مكان مدخلك تعرف خير من مولي عاشور نت الحاصول الدخلة راهي باطل ,"02 - Sultan Achour 10, S2 EP2 L'Examen du BAC 1 _ 1 سلطان عاشور 10، موسم 2 الحلقة 2 إمتحان الباكالوريا_139.7503125_150.2296875_11391_1.wav",5.841351435,1.0
11392_3,Algeria,خلاص روح للبوتيك تاعك بلوطة روح ,"02 - Sultan Achour 10, S2 EP2 L'Examen du BAC 1 _ 1 سلطان عاشور 10، موسم 2 الحلقة 2 إمتحان الباكالوريا_1394.5078125_1405.1053125000003_11392_3.wav",1.864923184,0.9205775856971741
11397_1,Algeria,سمحلي مولاي ولكن ميزانية العام راح تسقام لبلافون,"02 - Sultan Achour 10, S2 EP2 L'Examen du BAC 1 _ 1 سلطان عاشور 10، موسم 2 الحلقة 2 إمتحان الباكالوريا_164.79281250000003_177.02718750000003_11397_1.wav",4.092866984,0.3928450047969818
11400_4,Algeria,شكون هدا لي يجرأ و يشرع فمو على مولاي أ مولاي الحرب الحرب الحرب,"02 - Sultan Achour 10, S2 EP2 L'Examen du BAC 1 _ 1 سلطان عاشور 10، موسم 2 الحلقة 2 إمتحان الباكالوريا_202.0021875_215.6540625_11400_4.wav",5.061933807,0.5138844847679138
11402_1,Algeria,مولاي انا رحت نعلن على الحفلة كيما ڨاتلي مولاتي نتا ڨتلي كي سمعونا السكان بداو يتمسخروا بمولاي لقمان، قالوا بلي مولاي لقمان غادي يجيبوله السوجيات و الباك نتاعه مشري و الخوارزمي غادي يجوز في بلاصته مولاي,"02 - Sultan Achour 10, S2 EP2 L'Examen du BAC 1 _ 1 سلطان عاشور 10، موسم 2 الحلقة 2 إمتحان الباكالوريا_226.7915625_248.3409375_11402_1.wav",12.10780022,0.8548269271850586
11402_2,Algeria,واه و انتا ڨاعد ساكت ماڨتله والوا اه,"02 - Sultan Achour 10, S2 EP2 L'Examen du BAC 1 _ 1 سلطان عاشور 10، موسم 2 الحلقة 2 إمتحان الباكالوريا_226.7915625_248.3409375_11402_2.wav",2.697592795,0.934853196144104
11408_1,Algeria,لي يقدر على هذي المهمة هي مولاتي عبلة,"02 - Sultan Achour 10, S2 EP2 L'Examen du BAC 1 _ 1 سلطان عاشور 10، موسم 2 الحلقة 2 إمتحان الباكالوريا_322.8103125_326.10093750000004_11408_1.wav",3.290625,0.19685804843902588
11409_1,Algeria,ايه عبلة مليحة بصح جابلي ربي شوية واعرة لالا,"02 - Sultan Achour 10, S2 EP2 L'Examen du BAC 1 _ 1 سلطان عاشور 10، موسم 2 الحلقة 2 إمتحان الباكالوريا_327.33281250000005_331.72031250000003_11409_1.wav",4.374706302,0.9658028483390808
11416_2,Algeria,مولاي و انا مانقدرش نجوز الباك,"02 - Sultan Achour 10, S2 EP2 L'Examen du BAC 1 _ 1 سلطان عاشور 10، موسم 2 الحلقة 2 إمتحان الباكالوريا_425.35968750000006_429.56156250000004_11416_2.wav",2.314064614,0.8459386229515076
11417_1,Algeria,روح ريفيزي مليح برك ان شاء الله تجيبوا ، روح باجي روح,"02 - Sultan Achour 10, S2 EP2 L'Examen du BAC 1 _ 1 سلطان عاشور 10، موسم 2 الحلقة 2 إمتحان الباكالوريا_429.78093750000005_433.34156250000007_11417_1.wav",3.560604167,0.9741202592849731
11418_4,Algeria,[ضحك],"02 - Sultan Achour 10, S2 EP2 L'Examen du BAC 1 _ 1 سلطان عاشور 10، موسم 2 الحلقة 2 إمتحان الباكالوريا_447.8709375_467.7328125_11418_4.wav",2.056224853,0.3130399286746979
11424_1,Algeria,علمت بهاد المصيبة و تلعت حساباتي باش ندوبليلو ليكور على ربي كاشما نفورسيولو مخو,"02 - Sultan Achour 10, S2 EP2 L'Examen du BAC 1 _ 1 سلطان عاشور 10، موسم 2 الحلقة 2 إمتحان الباكالوريا_519.1678125000001_526.0359375_11424_1.wav",6.03468338,0.9973665475845337
11429_1,Algeria,ضوضاء,"02 - Sultan Achour 10, S2 EP2 L'Examen du BAC 1 _ 1 سلطان عاشور 10، موسم 2 الحلقة 2 إمتحان الباكالوريا_585.5540625000001_589.7559375000001_11429_1.wav",4.189621695,0.14576689898967743
11430_1,Algeria,لا عييتي ولا كاش حاجة راني هنا نرومبلاصيك ,"02 - Sultan Achour 10, S2 EP2 L'Examen du BAC 1 _ 1 سلطان عاشور 10، موسم 2 الحلقة 2 إمتحان الباكالوريا_600.1171875_606.2596875_11430_1.wav",2.539827257,0.957866370677948
11431_3,Algeria,كي راهي هنا مولاتي عبلا حاجة ما تخصنا,"02 - Sultan Achour 10, S2 EP2 L'Examen du BAC 1 _ 1 سلطان عاشور 10، موسم 2 الحلقة 2 إمتحان الباكالوريا_609.8371875_622.4428125000001_11431_3.wav",1.75077366,0.8788882493972778
11432_1,Algeria,سمنت شوية و هادي أي تبانلي راهي مزيرة علية شوية  ,"02 - Sultan Achour 10, S2 EP2 L'Examen du BAC 1 _ 1 سلطان عاشور 10، موسم 2 الحلقة 2 إمتحان الباكالوريا_627.4378125000001_631.6734375000001_11432_1.wav",2.665111468,0.9999569058418274
11434_1,Algeria,مولاي لقمان التشينا سيليما كيما تحبها نتايا,"02 - Sultan Achour 10, S2 EP2 L'Examen du BAC 1 _ 1 سلطان عاشور 10، موسم 2 الحلقة 2 إمتحان الباكالوريا_655.6528125000001_658.9771875_11434_1.wav",3.29447191,0.4333701431751251
11440_1,Algeria,وانا زعمة تاكل عليك تقرا علابالك بلي صحابك ڨاع رام يراجعوا عندهم الباك هذي راي  مسؤولية كبيرة يا وليدي وانتا هنا ڨاعدلي  الشطيح و الرديح و اه,"02 - Sultan Achour 10, S2 EP2 L'Examen du BAC 1 _ 1 سلطان عاشور 10، موسم 2 الحلقة 2 إمتحان الباكالوريا_706.7503125000001_715.5928125_11440_1.wav",8.8425,0.8139729499816895
11441_1,Algeria,راني نكونصونطري,"02 - Sultan Achour 10, S2 EP2 L'Examen du BAC 1 _ 1 سلطان عاشور 10، موسم 2 الحلقة 2 إمتحان الباكالوريا_718.2084375000001_721.9209375_11441_1.wav",0.9838927838,0.8176978230476379
11447_1,Algeria,مولاتي هادي جديدة راني نوجد فيها باش نداوي الحمام ديالنا مولاتي,"02 - Sultan Achour 10, S2 EP2 L'Examen du BAC 1 _ 1 سلطان عاشور 10، موسم 2 الحلقة 2 إمتحان الباكالوريا_791.2265625000001_795.9515625_11447_1.wav",4.671898902,0.6617170572280884
