id,split,path,duration_sec,text,sampling_rate_hint,ALDi,ALDi_bin
7d22a12a-aa3d-4c4f-8f83-dceb5807b780,mediaspeech,../data/mediaspeech_ar/AR/7d22a12a-aa3d-4c4f-8f83-dceb5807b780.flac,,اسماء يضيف الشركات و الا العقوبات مستمره من زمان بعيد صحيح هناك تدهور اقتصادي انا اعتقد كلما زاد الضغط علي حلفاء ايران ستجبر هذه الحكومات لان الحكومه في لبنان حكومه ليست,,0.013663,low
f729a29e-bbb8-4358-a7b1-a7ec654093f7,mediaspeech,../data/mediaspeech_ar/AR/f729a29e-bbb8-4358-a7b1-a7ec654093f7.flac,,ترهونه اذا ما تم ضرب هذه الخطوط ستكون المساله بالغه الصعوبه بالنسبه له ما راي حضرتك يعني يعني دعيني اقول ال الامور بدات تتحول لغير صالح حفتر منذ قبل معركه ال لل اا قاعده,,0.238279,low
01388319-1b89-4b53-8e43-c89a5f24b03e,mediaspeech,../data/mediaspeech_ar/AR/01388319-1b89-4b53-8e43-c89a5f24b03e.flac,,بلاد بما يفوق قدره منظمه الصحه العالميه لا تسلم نكبه اليمن الا لاخري فبعد سنوات من الحرب الطاحنه بين المتخاصمين و نشوء صراعات في داخل الاحلاف نفسها يرزح اليمن تحت,,-0.002189,low
5b4f2245-87f9-4596-bba6-443e24578c45,mediaspeech,../data/mediaspeech_ar/AR/5b4f2245-87f9-4596-bba6-443e24578c45.flac,,تتاثر به جنوب المتوسط المرتزقه اليوم الارهابيين اللي جيء بها من من سوريا هؤلاء سيشكلون غدا وليس بعد غد سيشكلون مشكله لاوروبا هؤلاء سيتوجهون بقوارب الي اوروبا هؤلاء ارهابيون,,0.002561,low
2a7cea1b-5c3e-4659-a00c-cb9c0914faad,mediaspeech,../data/mediaspeech_ar/AR/2a7cea1b-5c3e-4659-a00c-cb9c0914faad.flac,,لضيفي الدكتور محمد حيدر بعدين ساعود لحضرتك دكتور محمد حيدر ما رايك في هذا الطرح الذي قيل الان في اطار انه البعض الذي ينتقد هذه الاجراءات يري انه بدل الغلاء المعيشي كان لابد وانه بدات الاجراءات التقشفيه,,0.162565,low
9842d188-0f03-4345-839e-47c96195c6ee,mediaspeech,../data/mediaspeech_ar/AR/9842d188-0f03-4345-839e-47c96195c6ee.flac,,وصول معدلات الوفاه لارقام خياليه تقتضي بعض الاجراءات اللي هي مطبقه في الكثير من الدول بالمناسبه ليس فقط الدول العربيه فقط ما الذي يقلقك هذا صحيح من ذلك تحديدا,,0.057367,low
547ce59c-84c4-4235-a59c-7560782a9958,mediaspeech,../data/mediaspeech_ar/AR/547ce59c-84c4-4235-a59c-7560782a9958.flac,,وكاله نور نيوز الايرانيه عن جهات امنيه مطلعه تقارير تفيد برصد اربع سفن حربيه تابعه للقوه البحريه الامريكيه مرفوقه بطائره حربيه متجهه الي منطقه بحر,,0.073429,low
ebf171fb-7045-4c5f-869a-169190d9be5c,mediaspeech,../data/mediaspeech_ar/AR/ebf171fb-7045-4c5f-869a-169190d9be5c.flac,,امريكيه لتحذير لاي سفينه تقترب من السفن اوالبوارج العسكريه الامريكيه لنحو مئه متر انها سوف تكون هدفا وسوف يتم التصدي لها هل هذه الخطوه الامريكيه الان ما يتعلق بسماح لهذه السفن الايرانيه بالوصول الي,,-0.003288,low
5868e9dd-fa68-46ef-a2a1-cbbf0a840cbb,mediaspeech,../data/mediaspeech_ar/AR/5868e9dd-fa68-46ef-a2a1-cbbf0a840cbb.flac,,اكثر من عشرين فهذا ليس قليلا نظرا لشراسه المعارك و القتال الجاري الان في ليبيا شهاده الفريق سؤالي ما هي الاخطاء الاخري التي اا يعني لاحظت,,0.033016,low
a7c44fa6-95d6-4913-8059-3f2ab4e02d9a,mediaspeech,../data/mediaspeech_ar/AR/a7c44fa6-95d6-4913-8059-3f2ab4e02d9a.flac,,هندسيه واقعه لا تقت لا تقبل الجدل هذا ليس تحليلا ولا اا يعني تخمينا اا وبالتالي يعني حكايه الكهرباء هذه لا قيمه يعني لا قيمه لها علي الاطلاق لانه هذا السد منشا كبنك,,0.124555,low
06f65741-2519-474b-93e4-b50e421cce26,mediaspeech,../data/mediaspeech_ar/AR/06f65741-2519-474b-93e4-b50e421cce26.flac,,اليس اعلان الاداره الداخليه خروج عن بنود اتفاق الرياض بالعكس هو واحد من طلب من مطالبنا في اتفاقيه الرياض ان تؤال اداره الجنوب للجنوبيين,,0.000465,low
f9d40c95-a8df-41f3-9254-dade1261e788,mediaspeech,../data/mediaspeech_ar/AR/f9d40c95-a8df-41f3-9254-dade1261e788.flac,,العمليات المشتركه و القياده رئاسه الاركان في الجيش العراقي سالتهم هذا السؤال مدي الحاجه للقوات الامريكيه تحديدا و القوات الاجنبيه عموما انتفت الحاجه كانت جواب انها غير محتاجه بل ان,,0.027044,low
c8123f51-5ece-45ae-a989-b947b3096f99,mediaspeech,../data/mediaspeech_ar/AR/c8123f51-5ece-45ae-a989-b947b3096f99.flac,,اكثر حالات الاصابه بين طاقم العمل بالمستشفيات سببه المخالطه المجتمعيه يعني السكن واماكن الطعام و استراحات الاطباء وهكذا احنا يعني ثاني يوم بعثنا خطاب,,0.228964,low
5175461d-3127-4834-8690-41b89937bd0e,mediaspeech,../data/mediaspeech_ar/AR/5175461d-3127-4834-8690-41b89937bd0e.flac,,منتخب الاماراتي علي مبخوت الذي حصل علي جائزه هداف البطوله مبخوت سجل هاتريك في مرمي اليمن وهدفين في مرمي المنتخب القطري ليصل للرقم ثلاثه عشر في تاريخ مشاركاته ببطوله الخليج واصبح يفصله,,0.092198,low
d99fb279-3783-41ec-b8e6-9259e7406abb,mediaspeech,../data/mediaspeech_ar/AR/d99fb279-3783-41ec-b8e6-9259e7406abb.flac,,ناشطه حقوق المراه تطالب حقوق المراه دائما فعرضت صورتها هي علي علي الفيسبوك طبعا نعم ومكتوب وهي عاريه مثل ما ذكرتي وكاتبه انه جسدي هو,,0.10331,low
44556308-d88b-4df4-a50e-cbe051bb389a,mediaspeech,../data/mediaspeech_ar/AR/44556308-d88b-4df4-a50e-cbe051bb389a.flac,,اذا هناك هناك في ليبيا الان المطلوب هو ايجاد ايجاد حل ليبي ليبي المشكله في في ليبيا هي حرب الوكاله ان تدعم سراج يعني هي ان تدعم تركيا ان تدعم امريكا السراج هي ان,,0.0054,low
e4e06a60-1a5d-4403-a863-2f3edea1e395,mediaspeech,../data/mediaspeech_ar/AR/e4e06a60-1a5d-4403-a863-2f3edea1e395.flac,,صحيح انه فاعل في الميدان صحيح انه يتحكم ب بنسبه كبيره من الاقتصاد ال اليمن ولكن انا اعتقد انه الموضوع اكبر من الحوثي واكبر حتي من بعض الدول الم,,0.015645,low
c7e1ceb1-0431-4d55-a1d8-ca472d54379b,mediaspeech,../data/mediaspeech_ar/AR/c7e1ceb1-0431-4d55-a1d8-ca472d54379b.flac,,ينبغي للامانه الصحافيه ذكر النقطه الوحيده التي تم ارجاء الحديث بشانها دكتور كريم مصباح عضو مجلس النقابه العامه لاطباء مصر انا ممتنه لحضرتك اشكرك شكرا جزيلا قبل ان اتحول الي المزيد من المشاركات الهاتفيه اعرض لبع,,-0.004285,low
7a746689-97cd-4213-84f6-c2375b0ac240,mediaspeech,../data/mediaspeech_ar/AR/7a746689-97cd-4213-84f6-c2375b0ac240.flac,,هل يبعث هل يبعث التليفون تبعك اي معلومات انت لا تثق فيها طبعا هذا الموضوع يحتاج الي بعضا من ال اا من التوجهات التقنيه طبعا بس يعني البعض يقول مثلا,,0.261043,low
80deef7e-ab53-478a-a14d-3b16a424e6d0,mediaspeech,../data/mediaspeech_ar/AR/80deef7e-ab53-478a-a14d-3b16a424e6d0.flac,,شديده الاهميه ساطرحه علي حضراتكم في النصف الاخر لها علاقه بحقوق المواطنه بمقابل نسبه معينه تدفع من الضرائب و هو اجراء متبع عالميا كتب في تغريده هو هذا احتمال قائم,,0.000731,low
311da984-1496-4b98-944f-4b1019abfae9,mediaspeech,../data/mediaspeech_ar/AR/311da984-1496-4b98-944f-4b1019abfae9.flac,,اقتصاد يعود لاي وجهه النظر التي استمعنا اليها قبل قليل ان هذه اجراءات احترازيه و ليست اضطراريه بالتاكيد بعد جائحه كورونا هو يكمل و عوده المنشات المختلفه للانتاج الكامل و سداد ما عليها سيتعافي الاقتصاد و يعود,,0.015614,low
093822a5-c300-40f0-9cd2-0d3f5a98c769,mediaspeech,../data/mediaspeech_ar/AR/093822a5-c300-40f0-9cd2-0d3f5a98c769.flac,,يعني طرف منتصر في هذا الصراع و كلهم في في النهايه سيذهبون الي طاوله المفاوضات اذا كان هناك تخبط فرنسي وهو قد محتمل يعني يعود الي تعقد المساله الليبيه و تدخل جميع,,0.088972,low
f7455f13-6796-4b07-a3b1-d01ef430419d,mediaspeech,../data/mediaspeech_ar/AR/f7455f13-6796-4b07-a3b1-d01ef430419d.flac,,عن نفس الشيء بسوريا بالمناسبه من خلال الحصار من خلال طبعا الاحتلال من خلال دعم الميليشيات الكرديه من خلال دعم داعش من خلال دعم جبهه النصره هذا ما تفعله الولايات المتحده الامريكيه اما ما تحدثت,,0.006062,low
5aa7084e-7151-4738-8dbc-069d992be151,mediaspeech,../data/mediaspeech_ar/AR/5aa7084e-7151-4738-8dbc-069d992be151.flac,,السفينه البريطانيه في الخليج الفارسي كان سببه ان البريطانيين اوقفوا السفينه الايرانيه في مضيق جبل طارق وبكل صراحه نعم يعني علي الرغم من ان,,0.024019,low
9dddab29-6daa-4582-9ec6-17fecf7b83c6,mediaspeech,../data/mediaspeech_ar/AR/9dddab29-6daa-4582-9ec6-17fecf7b83c6.flac,,استخدام هذه العماله ال ال المهاجره والاتجار في البشر والان ندفع نحن شعوب الخليج ندفع هذا الثمن مع الاسف الشديد اليوم لما اسمع الاحصائيات التي تعلن,,0.071849,low
15be7cf1-d7a3-4ed5-b26d-294e0b3f0122,mediaspeech,../data/mediaspeech_ar/AR/15be7cf1-d7a3-4ed5-b26d-294e0b3f0122.flac,,كثير من المرونه من اجل هذه التفاوضات لانه يعتبر هذا التفاوض هو مكسب له انتخابيا وهو يحتاج الي هذا المقصد خارجيا اذا نحن اليوم امام مرحله اقليميه معقده وبالتالي نحن,,0.000475,low
6c8381a2-09c5-4935-97d5-743e1ee71893,mediaspeech,../data/mediaspeech_ar/AR/6c8381a2-09c5-4935-97d5-743e1ee71893.flac,,هذه هي السياسه الاستثماريه المحافظه كلمه محافظه و مخاطره كلمه حساسه اذا القرار في صندوق يتخذ بناء علي دراسه واضحه و بناء علي تحليل واضح,,0.007006,low
591e91f6-13a6-43bd-b778-0e1a8f81006e,mediaspeech,../data/mediaspeech_ar/AR/591e91f6-13a6-43bd-b778-0e1a8f81006e.flac,,تمريرها في حاله يعني الاتفاق في داخل الكونجرس علي تمرير هذه الحزمه الجديده من العقوبات ما لم تتجه ايران الي بعض التنازلات التي من بينها امكانيه الحوار مع واشنطن,,-0.002756,low
acb2486f-df72-43eb-bb4f-a8e499ba0190,mediaspeech,../data/mediaspeech_ar/AR/acb2486f-df72-43eb-bb4f-a8e499ba0190.flac,,او جهاز مكافحه الارهاب او ابناء العشائر اللي يحقق النصر هم العراقيين نعم بس احنا اعاده التموضع و اا هناك يعني تقليل في تواجد التحالف الدولي اا نعم,,0.414235,mid
8961ac33-dba5-4d77-bf8e-5388504e2009,mediaspeech,../data/mediaspeech_ar/AR/8961ac33-dba5-4d77-bf8e-5388504e2009.flac,,مسيطر تماما عن المباراه بغياب التام لمنتخب البحرين حتي حتي الكوره من الخلف يعني كان في صعوبه لمنتخب البحرين انه يوصل لمرمي المنتخب ولكن هذي حال الكره قدموا مستوي صراحه يعني قبل البطوله الكل ما كان,,0.254363,low
bf37f86f-efdb-4299-b7fd-6447bc9e71a2,mediaspeech,../data/mediaspeech_ar/AR/bf37f86f-efdb-4299-b7fd-6447bc9e71a2.flac,,مثل اليابان وعندهم كان بعض الاعفاءات لكن نفذوها نفذوا العقوبات من دون الاستفاده من الاعفاءات اذا الجمهوريه الاسلاميه الايرانيه خلال الاشهر الماضيه ليس,,0.11754,low
18ff4d63-2a12-45a3-8eac-0be9ec83274a,mediaspeech,../data/mediaspeech_ar/AR/18ff4d63-2a12-45a3-8eac-0be9ec83274a.flac,,بالفعل والتي اضرت كثيرا بالاقتصاد الايراني من وجهه نظرهم ردا علي سؤال حضرتك انه هذه العقوبات والتشدد فيها سوف يؤدي الي مزيد من الضغط علي ايران,,-0.002412,low
1196be05-d35d-4d9a-bd89-719daf2557bb,mediaspeech,../data/mediaspeech_ar/AR/1196be05-d35d-4d9a-bd89-719daf2557bb.flac,,التي قام بها وزير الخارجيه الجزائري مع الوزير المصري والوزير الوزير التونسي ومع كثير من الاطراف المعنيه بالصراع في ليبيا وهناك اليوم كذلك التواصل,,-0.004105,low
828e41cb-8112-48d6-8668-acb68777ae3c,mediaspeech,../data/mediaspeech_ar/AR/828e41cb-8112-48d6-8668-acb68777ae3c.flac,,متحده كانت قد عرضت علي ايران مثلا في بدايه انتشار الوباء اا الكورونا في ايران بتقديم مساعدات اا طبيه اا واقتصاديه لمواجهه المرض ولكن الايرانيون,,0.000137,low
25fc24b3-b250-416e-bc8d-f7ef4b6ec1a8,mediaspeech,../data/mediaspeech_ar/AR/25fc24b3-b250-416e-bc8d-f7ef4b6ec1a8.flac,,لوجهات النظر وللتصور من الدول الثلاثه ثم بعد ذلك انا اقول حقيقه انا دائما اكرر اقول نترك هذه الامور للفنيين وللخبراء بس لن يبقي لن يبقي هناك,,0.179545,low
f52a382e-362b-4275-bb64-57c13a35cd24,mediaspeech,../data/mediaspeech_ar/AR/f52a382e-362b-4275-bb64-57c13a35cd24.flac,,مستوي افضل مما كان يقدمه في التصفيات مع انه متصدر في غي مجموعته لكن ما كان في رضا عن عن الاداء ولا كان في شكل واضح للمنتخب السعودي عكس بطوله الخليج لا شفنا منتخب قوي منتخب متمكن,,0.150707,low
56a1586e-9e58-40e6-87f1-faf5fbb9f4fa,mediaspeech,../data/mediaspeech_ar/AR/56a1586e-9e58-40e6-87f1-faf5fbb9f4fa.flac,,نسمع ااا الفاظ اا صوتيه ولكنهم غير موجودين علي الارض اا امريكان ايضا يتراجعون ويبتعدون عن منطقه الشرق الاوسط وشمال افريقيا رغم,,0.018154,low
e48436f0-bc5f-4cd1-a902-5e188b56f9a8,mediaspeech,../data/mediaspeech_ar/AR/e48436f0-bc5f-4cd1-a902-5e188b56f9a8.flac,,الليبي اللي صدر في النفط يعود اليه تعود اليه الدبابات وتعود تعود اليه العائدات في شكل صواريخ وتعود اليه بشكل طيارات مسيره وتعود اليه بشكل حرق بيوت وتعود اليه في شلك في بشكل,,0.169125,low
c0ba21d7-8a6f-4a9e-ad06-5eb9730b79f0,mediaspeech,../data/mediaspeech_ar/AR/c0ba21d7-8a6f-4a9e-ad06-5eb9730b79f0.flac,,اليوم ما لازم يكون عنا خوف من هذا الامر وقد انه هذه النبته تكون نبته عاديه وهي في معظم الدول نبته عاديه معروف انه هيدي اتجاهها لوين لذلك اليوم نحنا بس نقول انه هي,,0.758178,high
4612cefa-bbde-4f0f-922b-3efcb1223b73,mediaspeech,../data/mediaspeech_ar/AR/4612cefa-bbde-4f0f-922b-3efcb1223b73.flac,,الفساد وحول اليات المعالجه انا اظن ان الكلام عن الفساد والاتهامات للحكومات السابقه وللعهود السابقه باكملها هو كلام سياسي الان المطلوب ليس ان نرمي التهم جزا,,-0.004353,low
e449bbc1-5e7f-4d5d-a984-0e7a90c39fe1,mediaspeech,../data/mediaspeech_ar/AR/e449bbc1-5e7f-4d5d-a984-0e7a90c39fe1.flac,,هو هو اولا من جهه التعارض هو يتعارض مع اكثر من قانون يعني هو يتعارض اصلا مع القانون اربعه و ثمانين لسنه ثمانيه و ستين مم ويتعارض مع قانون المناقصات و المزايدات اللي كان ذا الذي كان يسري في ذلك التوقيت,,0.065573,low
843979ba-859d-4a5d-af16-48354497251d,mediaspeech,../data/mediaspeech_ar/AR/843979ba-859d-4a5d-af16-48354497251d.flac,,ا كيف اصبح العالم ينظر ا الي الي هذه الدوله العظمي ا هذه الدوله التي ا سياسييها ا يعملون علي تمييز اا علي التمييز بين افراد ا بين افراد,,0.004573,low
91c6639b-07f1-412b-a546-addd807881cd,mediaspeech,../data/mediaspeech_ar/AR/91c6639b-07f1-412b-a546-addd807881cd.flac,,بالفعل توجه اا ضربه او تمنع هذه السفن من الوصول الي هذه المنطقه حتي لو كانت تحرسها اا سفن عسكريه اا فنزويليه فانها تستطيع ذلك بكل سهوله الاسطول الرابع,,0.03716,low
ab8d628a-7b9c-47d4-9d22-89a4e846ec45,mediaspeech,../data/mediaspeech_ar/AR/ab8d628a-7b9c-47d4-9d22-89a4e846ec45.flac,,مصر دكتور كريم اهلا وسهلا بحضرتك نحن نعلم انه كانت هناك اربع نقاط تم التباحث بشانها بالامس وان هناك رغبه علي ما يبدو من الطرفين يعني لاحتواء هذه الازمه بس,,0.158347,low
be03074e-c3e9-427e-9f37-bf494786ac60,mediaspeech,../data/mediaspeech_ar/AR/be03074e-c3e9-427e-9f37-bf494786ac60.flac,,عن قراءتك انت لما يبدو تحولا في الموقف الامريكي من طرح خيارات متعدده لاح منها الخيار العسكري كما تابعنا في بعض التقارير المطلعه والمنقوله عن مصادر امنيه مطلعه,,0.007926,low
3cf3f411-0ce9-45e5-9f1e-f331f507d7c4,mediaspeech,../data/mediaspeech_ar/AR/3cf3f411-0ce9-45e5-9f1e-f331f507d7c4.flac,,نحن نعلم ان الجامعه مليئه بالطلاب الشباب و هم ربما المصدر الاكبر للاصابات و كان واضحا اننا كنا بحاجه للتصرف باقصي سرعه مم,,-0.000643,low
3d91dc0f-5b38-4c46-b3a5-f8a63911b10b,mediaspeech,../data/mediaspeech_ar/AR/3d91dc0f-5b38-4c46-b3a5-f8a63911b10b.flac,,يعني لا شك باننا نمر بحاله عالميه من الارتباك امام جائحه كورونا لكن هناك مبادئ حقوقيه ثابته لا تتغير مع الظروف اود يعني الاشاره الي ان الشرع الدو,,0.137708,low
e082fcb2-9d0e-472a-bec2-0d0a932721f3,mediaspeech,../data/mediaspeech_ar/AR/e082fcb2-9d0e-472a-bec2-0d0a932721f3.flac,,عباره عن عيب و بيخاف يبل يبلغ و بعتبرها حاله ممكن يكون يعني يصيبه انه نفور من الناس من هذا الشخص لكن هذا حاله مرضيه طبيعيه زي اي مرض ممكن العلاج منها بكل سهوله ممكن يكون اسهل,,0.63411,mid
f198188c-00cf-439b-b692-925b5ee7359c,mediaspeech,../data/mediaspeech_ar/AR/f198188c-00cf-439b-b692-925b5ee7359c.flac,,وفقا لما يريد هذا شيء غير معقول بدايه لانه لا يملك هذه المنصه ثانيا لان هذه المنصه لديها قوانينها ثالثا لمده ثلاثه اعوام وحتي قبل,,0.001876,low
5bf5a6b1-b197-4744-9414-6839912964d4,mediaspeech,../data/mediaspeech_ar/AR/5bf5a6b1-b197-4744-9414-6839912964d4.flac,,في عدد من المدن التي يسيطرون عليها واعداد المصابين بس هناك مدن يمنيه اخري معالي الوزير ثبت فيها انه هناك كورونا هل يمكن المساواه انه اذا كان الحوثيون اخفوا الارقام وتسببوا بالفايروس او,,0.18889,low
49b6081f-d072-405a-9f78-3d6d865cb895,mediaspeech,../data/mediaspeech_ar/AR/49b6081f-d072-405a-9f78-3d6d865cb895.flac,,لاحظنا ايران طورت برنامجها الفضائي طورت برنامجها الصاروخي والنووي والاقتصاد مستقر في ايران اذا انا اعتقد نعم المهم هي غضب الاداره الامريكيه من الرساله الاخيره التي اتت بها سويسرا الي طهران,,0.001249,low
